x	y	BPH_1	BPH_2	BPH_3	BPH_4	BPH_5	BPH_6	BPH_7	BPH_8	BPH_9	BPH_10	BPH_11	BPH_12	BPH_13	BPH_14	G5_1	G5_2	G5_3	G5_4	G5_5	G5_6	G5_7	G5_8	G5_9	G5_10	G5_11	G5_12	G5_13	G5_14	G5_15	G5_16	G5_17	G5_18
1518	160	-0.065652492	0.26552375	0.243634295	0.144576906	0.026912833	0.079538739	0.464121017	0.201801224	0.104647359	0.137101468	0.144041735	0.17600607	0.174349792	0.101452772	-0.429940713	-0.305145912	-0.40656421	-0.10509457	-0.328639891	0.119266904	0.06375721	0.022786138	0.081444464	-0.290185671	-0.129968261	-0.063163677	0.130229637	0.049434348	0.022871124	0.131481168	-0.050494094	0.126660294
1503	97	0.349505073	-0.117391107	0.061379454	0.161896012	0.040952642	0.26146401	0.281596893	0.278101564	0.312971492	0.146796943	-0.162337088	-0.266172538	-0.078835122	-0.018292288	-0.178484965	0.048897467	0.011553739	0.025689525	-0.011545511	0.095113862	-0.313222038	-0.053412672	-0.295033972	-0.328785423	-0.118332212	-0.320939314	-0.045551272	0.014432997	-0.046589339	-0.117858937	-0.19073177	0.03293794
366	618	-0.056640129	0.038423473	-0.205967416	-0.062123233	0.157777749	-0.892685146	-0.309169402	-0.334087224	-0.080716911	-0.23240725	-0.12818826	-0.213467109	-0.149336052	-0.106211943	-0.026969242	-0.138830909	-0.233567226	-0.145410511	0.053952676	0.299134942	0.026411083	-0.039977756	0.186082619	-0.11841578	0.172278012	-0.320612797	0.203833015	0.148843267	-0.0220254	0.186137127	0.039915927	0.07406354
1790	92	0.218388108	-0.098675061	0.096965342	0.181620996	-0.04233079	0.548532892	0.054179306	0.138045665	-0.070842287	0.444598276	-0.051962282	-0.149291991	-0.173630841	0.029472909	-0.058199235	0.117746994	0.117975294	0.057424356	0.019098078	0.153096827	-0.244850456	-0.25192005	-0.222323228	-0.137778438	-0.197476531	-0.259122736	0.060157728	-0.05629264	-0.002369062	-0.027378767	-0.256471418	-0.228679332
1387	154	-0.163143411	0.031884439	0.342029332	0.197253826	0.028971585	0.122628464	-0.22363689	0.05188389	0.256534919	0.001038058	0.063009395	0.207857455	0.148929153	0.2442162	-0.839206717	-0.703040443	-0.461098032	-0.363095752	-0.339787118	0.184702898	-0.009826865	-0.071392244	-0.000341343	-0.155776267	-0.076564569	-0.145355275	0.054226205	0.068044482	0.003561648	0.105636524	-0.119212177	0.073424913
1509	619	-0.069583766	-0.07337578	0.247891498	-0.193224228	-0.23134384	0.351668822	0.133715439	0.447895781	-0.035839891	-0.074901823	0.122356907	0.162297884	0.139631963	-0.142042986	-0.14421437	0.296830289	-0.081187931	0.148269429	-0.21696183	-0.285596475	-0.224332162	0.670092969	-0.194446929	-0.085892258	-0.309129322	-0.294311404	-0.283943787	-0.117426033	-0.163122533	-0.111935769	-0.261558234	-0.215577363
1790	61	0.689635911	-0.021795958	0.087569317	-0.067428352	-0.081163857	0.350888961	0.26935156	0.274283718	-0.014975338	0.404465207	0.060826592	0.083389968	0.128969197	0.011970982	0.146331369	-0.047550404	-0.093653747	0.021298698	0.280362399	0.102966572	0.260866831	0.007926763	-0.029176019	0.289209453	-0.088312964	0.034933383	0.091588796	0.010486089	0.050624231	0.003394929	-0.156567649	-0.066134949
1487	97	0.408327432	-0.12175714	0.267540509	0.270147122	-0.011949078	0.252600751	0.147650853	0.302067586	0.180188817	0.12411729	0.038934203	-0.115023228	-0.088962163	-0.027484481	-0.015448889	0.02098613	0.100921844	0.007818407	-0.036489825	0.143586789	-0.124478467	-0.181883481	-0.089616954	-0.1963475	-0.124674405	-0.241007635	-0.031081571	0.017550765	-0.063388716	-0.00763605	-0.148245021	-0.220823146
2149	1528	-0.106609095	0.016781167	-0.040288388	0.250372023	0.337556236	0.2301446	0.019823307	0.396627592	0.000297198	-0.41949412	-0.01675689	0.075643233	-0.051516634	0.12364076	-0.243206139	-0.383705861	-0.234869167	-0.132665691	-0.228106883	-0.307582127	-0.073901684	-0.134211066	-0.022465244	-0.026466318	-0.516810952	0.064895375	0.217273432	-0.068324599	0.225303856	-0.461507658	-0.210224386	-0.058252301
1141	1710	-0.424285588	-0.142274413	0.098717219	0.012984286	0.072960537	-0.596872867	-0.230875864	-0.346748972	-0.026578179	-0.442438916	-0.169330903	-0.178130349	-0.109750022	0.081198224	-0.278621895	-0.265356872	-0.089225242	-0.085876756	-0.13723081	0.254822662	0.266753312	0.096170104	0.154560675	0.003149666	-0.024435572	-0.036199319	0.064030371	0.334708152	-0.044526032	0.131889297	0.330299671	-0.014651635
1851	1253	-0.515760424	-0.071426331	0.09431029	0.026098397	-0.077904181	-0.395545459	-0.431240106	-0.56439995	-0.094129105	-0.409053876	-0.112514036	0.016291294	-0.059762809	0.008878609	0.106034351	-0.070322835	-0.169925799	0.668708942	-0.040969192	0.017907351	-0.048180714	0.019164683	0.055480983	0.030088243	-0.035849783	-0.118157466	-0.164052465	0.026815742	-0.109022616	0.092634205	-0.095941162	-0.0210022
2132	185	-0.358118299	0.053775658	0.103382185	-0.075230397	-0.259589687	-0.471263754	-0.988095458	-0.658759986	-0.079646907	-0.466178752	-0.049261104	-0.311495047	-0.066729756	-0.083207738	-0.122496363	0.138258092	0.151607619	-0.122046344	-0.133224638	0.073942447	-0.549277464	-0.147983798	0.185927979	-0.115958514	-0.259288717	-0.060976436	0.123086528	0.143120472	0.016676865	-0.08773159	-0.036974499	0.048866504
266	83	0.181429269	-0.128092056	0.093314678	0.218995536	-0.023386053	0.064712472	-0.138452898	0.301089935	-0.032456975	0.173598628	-0.016729823	0.349790689	-0.034217881	0.248634986	-0.189996462	0.053841712	0.085669584	-0.189281008	0.062980763	0.121480404	-0.157138302	-0.157680525	0.068286314	-0.190095266	-0.087839319	-0.208672121	-0.188768507	-0.04735949	-0.196156315	-0.14663303	-0.213981394	-0.125910343
511	225	-0.388742886	-0.01577679	0.006293984	0.129410922	0.011241504	-0.628725822	-0.4675146	-0.343145831	0.064731447	-0.393060674	0.021231461	-0.163114302	-0.161409998	-0.054627097	0.272836371	0.088978504	0.044214908	0.029975638	-0.087734817	0.091360542	0.103821176	0.121254216	-0.016541314	0.092250928	0.071018486	-0.051103803	0.143809867	0.167731766	-0.066169017	0.124232684	-0.03707701	0.119282489
908	445	-0.347916783	-0.064478767	-0.021788196	0.044816316	0.101160709	-0.446642191	-0.608807374	-0.368122971	0.054560394	-0.395724423	-0.072935949	-0.04066248	0.136290861	-0.047093665	0.126044656	0.235521241	0.014951514	0.117315845	0.123520183	0.161375907	-0.068155598	0.158458727	-0.266474406	-0.045617884	-0.285900435	0.047722504	0.217731297	0.213485211	-0.049439014	0.2747144	-0.001586578	0.000900231
1251	246	-0.109782502	-0.182025346	-0.141997948	-0.097300373	-0.091462243	-0.004043671	-0.254959032	-0.070633359	-0.311271376	-0.180804811	0.015269255	-0.108458442	-0.151676273	-0.215967692	0.147330146	0.214454204	0.088937065	0.124502881	0.034382595	-0.015335664	-0.077111596	-0.039544878	-0.106148333	0.037671428	-0.077336856	-0.063445698	-0.118602553	-0.093853702	-0.076772613	-0.139901613	-0.241928085	-0.02733433
520	627	-0.471536174	-0.137223264	0.141039323	0.141107732	-0.023198416	-0.133894978	-0.333773343	-0.295046962	-0.103831614	-0.157101354	-0.145844016	-0.128272803	0.063188969	0.028945589	-0.141461014	-0.088450305	0.109694475	-0.088850306	-0.25049448	0.130250894	0.12572329	0.022688656	0.225385865	0.078715942	0.248447674	-0.04903679	0.32630712	0.379812524	-0.079947258	0.112022062	0.23094669	0.177599204
534	561	-0.599341405	0.148649965	-0.02176191	0.304446777	0.145145858	-0.820598808	-0.874320495	-0.677114882	-0.240783053	-0.84520548	0.102341373	-0.078976694	-0.069766012	0.158831835	0.314364707	0.25356398	0.176772762	0.247643866	0.157701886	0.112578364	-0.030748748	-0.01582915	-0.16070957	-0.083313618	0.044810426	0.103305218	-0.13321571	-0.115906392	-0.067714988	-0.186403427	-0.214026188	-0.133555152
1156	331	-0.314980554	-0.061177304	-0.036042586	-0.018410734	-0.127102989	-0.41255132	-0.450003683	-0.501106494	-0.24124432	-0.413846501	0.004058485	-0.145581063	-0.282600509	-0.051556024	-0.064380796	0.089705095	-0.042036918	-0.005161771	-0.162535806	0.003703475	0.021468127	0.013418044	0.05695328	0.098952334	0.005780662	-0.109336848	0.059888282	0.095679216	-0.047061442	0.059415822	-0.096886684	0.014502921
1084	317	-0.339523827	-0.053367042	-0.01562807	0.023658184	-0.124005368	-0.312441259	-0.562621236	-0.556231968	-0.236983055	-0.486558706	0.04784851	-0.158390101	-0.26269045	-0.052954839	-0.046973646	0.080421428	-0.028213097	0.037901751	-0.210680819	-0.017418981	0.025279359	0.015358533	0.070301815	0.080939427	0.043380561	-0.090643128	0.080396732	0.109490545	-0.0532077	0.064663781	-0.094128418	0.04270914
1185	889	-0.644261449	-0.052946707	-0.012054879	-0.00552839	0.112929843	-0.724621163	-0.788937073	-0.740282891	-0.0583057	-0.623103278	0.230476152	-0.121534291	-0.052299373	-0.038697071	0.050140398	0.128568489	-0.007287014	0.112733905	-0.049982692	0.110052578	0.069338524	0.140108063	0.074625599	0.119900343	0.005347509	0.099400807	0.057338276	0.016292067	-0.030837148	-0.020584578	-0.038068699	0.092548623
716	167	-0.195657088	-0.199647599	0.124471842	-0.127678976	0.119921999	0.011479623	-0.245356483	-0.642322676	0.102027045	-0.082983542	-0.176941698	-0.296812403	-0.436941315	-0.06568703	-0.085487275	-0.053037401	-0.043694063	-0.014100623	-0.109681221	-0.007221403	-0.026807745	0.117313826	0.017638622	-0.03735524	0.037269987	-0.109387022	-0.039148932	-0.097818466	-0.018594146	-0.187256698	-0.105754154	0.165416196
1102	892	-0.40238402	0.204985651	0.178101379	0.160096101	0.302838056	-0.390851368	-0.595987348	-0.378748582	0.208551274	-0.443388625	0.374963721	0.078471117	0.047791651	0.203410575	0.195582554	0.193930071	0.115138746	0.323506271	0.174290781	0.381584915	0.238895486	0.32388207	0.335505205	0.280908394	0.197991367	0.314888928	0.310829745	0.271290738	0.229699817	0.182302988	0.142278064	0.271670411
892	1026	-0.15702515	-0.010624158	0.068370216	-0.049863541	-0.002658319	-0.105402792	-0.101096196	-0.228335978	-0.217617198	-0.107729272	-0.097907548	-0.155432323	-0.029933116	-0.137029683	0.47171311	-0.031475401	0.177944136	0.318053964	0.04443285	0.137962002	0.086991401	0.074313657	0.026396538	-0.04494963	0.061927233	-0.128193678	0.003185076	0.286671228	-0.206729619	-0.025834173	0.179690869	-0.313399886
1031	179	0.406613163	-0.068941442	0.194453937	0.184219535	0.017727615	0.44357927	0.30295787	0.623665668	-0.023596255	0.208446161	0.169872726	0.012369699	-0.073076269	-0.012146109	-0.236277954	-0.1036063	-0.053216492	-0.007061591	-0.124735549	0.095997023	0.097992176	0.194446935	0.0312903	0.119556846	0.079780953	0.090841215	0.10293826	0.10646903	-0.035935697	0.003315099	-0.099577719	0.168473008
133	1010	-0.288269532	-0.052422235	0.024945957	0.101187596	0.083484414	0.03705389	-0.136651057	0.015966633	0.069895058	-0.037233959	0.048573435	-0.186047269	-0.160054661	-0.121013405	0.244105365	0.114413076	0.067349288	0.619493953	-0.190960076	0.153724806	0.128829011	0.202074403	0.213503032	0.098196447	0.26504287	0.046346486	0.028642614	0.09722144	-0.039073233	0.184917474	0.078769619	-0.250148877
743	171	-0.152293365	-0.218572462	0.18946095	-0.023757886	0.067680635	-0.048240261	-0.389802331	-0.6635699	-0.05929924	-0.067328955	0.010291093	-0.042098321	-0.050890123	0.031418861	-0.254321591	-0.121289951	0.050850539	0.127524058	-0.295724908	0.056556758	0.025249707	0.164094812	-0.014255007	0.055704828	0.1721918	-0.107032507	0.113449896	0.186414723	-0.043165748	-0.125758407	-0.126378984	0.245959767
1517	96	0.3894295	-0.210549735	0.217893474	0.196500605	-0.050991819	0.307439709	0.265275853	0.12999654	0.023731045	0.0439213	-0.029160127	-0.163210016	-0.064886614	-0.003959103	0.027445944	-0.003306787	0.092774864	0.073603769	0.04026512	0.013570522	-0.140343895	-0.1526788	-0.136591086	-0.379037724	-0.128405608	-0.33464961	-0.118040959	-0.001303776	0.083652885	-0.119870915	-0.187616224	-0.148669198
1202	742	-0.012288471	-0.019599527	-0.297336806	-0.171595905	0.453142857	-0.091834953	-0.14120375	0.030103586	-0.467498364	0.035678459	0.089774147	-0.509812082	-0.753531937	-0.196177466	0.33047042	0.1084267	-0.146981993	0.49549697	-0.110521362	0.118881385	0.187582212	0.168589397	0.392785487	-0.035843049	0.126219123	0.144532744	0.252801012	-0.068714475	-0.284669311	-0.010430677	-0.108162809	-0.150741151
2164	185	-0.190676461	0.039651829	0.087144604	-0.018350367	-0.184386705	-0.538989842	-1.024234025	-0.447095007	-0.13777158	-0.504182485	3.71E-05	-0.3176155	-0.061130862	-0.068788616	-0.1804175	0.111958135	0.143212096	-0.121835981	-0.136126721	0.086854932	-0.028327291	0.012703338	0.144293007	-0.37959801	-0.496254049	-0.006312735	0.133817431	0.176754273	-0.006289232	-0.046030896	-0.031828773	0.044924663
403	83	0.250309088	-0.049863438	0.166069026	0.221395663	0.05920092	0.099600616	-0.2241706	0.07244325	0.052147166	0.253621	-0.1187413	-0.077562755	0.020231769	0.147728629	-0.029976772	-0.050271851	0.083783166	-0.047280414	0.173768248	0.025244909	-0.158073765	-0.231753609	0.218058954	-0.132271174	-0.124082795	-0.162033838	-0.129564663	-0.076661962	-0.039028317	-0.044224718	-0.244363143	-0.152301451
258	54	0.084634494	-0.109220823	0.178976298	0.332321371	-0.015419327	0.212174682	-0.059180918	0.192866661	-0.079992962	0.126126908	-0.097295108	0.40700785	0.040376449	0.015704846	-0.152609728	-0.091683983	0.046259228	-0.138190094	-0.0410382	0.092492796	-0.122372842	-0.175670031	0.153009231	-0.044321267	-0.027650743	-0.12954922	-0.146853771	-0.030889855	-0.023242357	-0.119710462	-0.298500576	-0.099508199
1000	178	0.262714431	-0.084751976	0.198875195	0.237171899	0.067017904	0.194632581	0.588838252	0.512950398	-0.047716012	0.171287097	0.157784581	0.044020721	-0.085260435	-0.016887692	-0.337183529	-0.114777144	-0.124273887	0.009455869	-0.175653785	0.055482447	0.111204588	0.155614463	0.057192567	0.139132101	0.106857593	0.094134314	0.104881123	0.106851953	-0.039343488	-0.006992715	-0.107214264	0.13222633
1019	327	-0.367653024	-0.071075724	-0.024835481	0.042723247	-0.039146781	-0.701665961	-0.705029473	-0.784306271	-0.240430055	-0.259636967	0.062553856	-0.048621689	-0.131987303	-0.02209092	-0.10724006	0.129775758	0.023406932	0.053701734	-0.199692698	-0.013725388	0.014602838	-0.006741813	0.084420391	0.003109683	0.043319707	-0.082372833	0.087151442	0.177706726	-0.047682081	0.062852092	-0.122397047	0.034106028
878	303	-0.162298299	-0.224783374	0.032487406	0.028416369	0.05726571	-0.256029982	-0.383572567	-0.205630921	-0.057575881	-0.157857967	0.050969314	-0.078668413	-0.020246541	-0.150850674	0.15661888	0.188713899	0.100118397	0.174404533	-0.018402577	0.10278024	0.045467585	0.062138324	0.096754474	0.104867785	0.122147905	0.081142171	0.014034822	0.108993847	-0.078044104	0.06746543	-0.007474526	0.144217205
281	575	-0.059949145	0.016697051	-0.057430848	-0.102055708	0.043207473	-0.163031139	-0.208474589	-0.074009328	-0.210627386	-0.260265928	0.168658107	-0.114832348	-0.553966504	0.127613936	0.415065553	0.28030576	0.134960256	0.118259307	0.146015124	0.091553765	0.141494369	-0.036149224	-0.037548772	0.046865625	0.042208106	0.411058789	-0.079745246	-0.20999348	-0.028183305	-0.117832726	-0.072219571	0.040761686
1604	891	0.141100938	0.194699505	0.019125881	0.002836113	0.092004594	0.087214592	-0.135960438	-0.131578012	-0.049308701	0.071002535	0.327839472	-0.180917242	0.296940449	-0.065383196	-0.114439054	0.072233026	-0.232424215	0.012550027	-0.214778977	0.014105665	-0.180643802	0.012861171	0.246133683	-0.241980846	-0.146656452	-0.195843201	-0.194603211	-0.154185524	-0.217086784	-0.071681977	-0.246185942	-0.127272061
1436	218	-0.975254706	0.199992823	-0.065768894	0.001984378	-0.035626968	-0.171931604	-0.741631071	-1.400673982	-0.249668855	-0.917986611	-0.013468199	-0.251531897	-0.18141348	0.069840236	-0.069965836	-0.10110283	-0.069597774	-0.064777834	0.074371633	0.051950847	-0.040555148	0.00289947	0.21048372	-0.021481711	0.080392995	0.079024885	-0.083044245	-0.132195709	0.02086014	-0.010956105	-0.093161396	-0.00264414
1429	155	-0.150349636	0.022893317	0.299524173	0.169383356	0.035734549	0.108082345	-0.117647514	0.047667733	0.158036633	0.063368304	0.070508556	0.196681927	0.156839507	0.183753863	-0.770532883	-0.633750157	-0.419848693	-0.323995935	-0.245448621	0.211860798	0.015583365	-0.050238756	0.01808265	-0.209583277	-0.083886253	-0.130716783	0.109453253	0.075299889	0.019453327	0.125389114	-0.101060589	0.124959413
1565	159	0.262251909	0.171201077	0.195665036	0.117081139	0.001804004	0.205179215	0.261172463	0.094735909	-0.151452978	0.353613336	0.117200062	0.027809451	0.160905562	0.149132481	-0.22942519	-0.150492255	-0.27388283	-0.123295107	-0.224942903	0.079117059	0.066322369	0.005303674	0.089828086	-0.167577088	-0.106132683	0.030608664	0.16234635	0.008340287	0.036830649	0.10171955	-0.071458947	0.132087502
1127	101	-0.468591662	0.12084357	-0.114499399	0.108591023	-0.001096267	-0.679900874	-0.863694771	-0.659963778	-0.063853242	-0.113566551	-0.120460686	-0.170402538	-0.102212077	0.067399905	-0.012353509	0.133907483	0.019764817	0.066822818	-0.033360484	0.084140638	0.085466199	0.047871712	-0.056615466	0.101712848	0.069709384	0.107008108	-0.045676551	-0.010317319	-0.099172661	0.188436153	-0.213813435	0.071098386
1093	183	0.305554284	-0.125137323	0.19788414	0.148782992	-0.045290499	0.453812624	0.338957755	0.447962961	-0.085720436	0.172805051	0.182051225	0.071118748	-0.057957986	0.037854544	-0.523181766	-0.145111523	-0.020758015	-0.223864932	-0.084103284	0.071965075	0.056886733	0.048821621	-0.048447229	0.094688472	0.032944714	0.132719982	0.13284912	0.094551128	0.045013605	0.022624685	-0.071099371	0.206673238
1552	689	0.006501419	0.121282533	-0.15668297	-0.012159767	0.343725457	0.244912932	0.2734	0.261943258	-0.14160368	0.27377255	0.169583338	-0.26999544	-0.289910675	-0.086951515	0.233454338	0.015867718	-0.272236988	0.425498652	-0.203480017	0.147347733	0.147660662	0.357623969	0.349952927	-0.002765359	-0.238432813	0.094352187	0.086031835	-0.303108815	-0.016244437	0.197128481	0.004078228	0.01275677
1199	237	0.00047082	-0.232121019	-0.179770695	-0.063811379	-0.269184312	-0.116890122	-0.271142499	-0.102736863	-0.117851158	0.107834612	-0.048977016	-0.240723498	-0.103522774	-0.244086524	0.264117216	0.333491869	0.127908982	0.192691538	0.129744095	-0.088302989	0.006665854	-0.034925193	-0.166917604	-0.063228861	-0.053336571	-0.032579274	-0.083272667	-0.071008779	-0.093210628	-0.126743015	-0.356535437	-0.025809008
369	1191	-0.159302982	0.065783155	-0.076100451	0.030758132	0.079055268	-0.002891373	-0.02385914	0.214678348	-0.163446737	0.274299345	-0.167489328	-0.218063758	-0.198775533	-0.16789651	0.121196964	0.37911029	0.127859675	0.250227385	0.076244729	0.065803188	0.037789099	0.08321603	0.059273615	-0.078189391	0.023440915	-0.070740216	0.065534251	0.022694349	-0.054505385	0.032765467	-0.016528653	0.00949344
334	511	-0.073368398	-0.268542266	0.181239422	0.237901827	0.126167563	0.07603072	-0.225419757	0.189965935	-0.14348516	0.212091391	0.315201514	0.206631573	0.178958017	0.111475748	-0.286064534	-0.245638239	-0.111313978	-0.105148336	-0.176229045	0.06200549	-0.143601558	0.101947782	-0.144808868	0.135157367	-0.025690865	0.120643971	-0.055379107	0.005027955	-0.109385954	-0.197573386	-0.174636467	0.052324588
965	750	-0.124746881	-0.156246059	0.094344556	0.132639932	-0.144611633	-0.059535455	-0.516826204	-0.221111554	-0.098458645	-0.271469178	-0.008158109	-0.062304621	0.018186611	-0.272235362	-0.101987815	0.116696997	0.01339906	0.079312652	0.158757911	0.097155261	-0.212097905	0.001769218	0.025536277	-0.058508526	-0.082918962	-0.096241401	-0.015054706	0.197942087	-0.200789238	-0.008176926	-0.149366337	0.086915327
1748	93	0.402207922	-0.097772627	0.080249458	0.208946066	-0.138361314	0.38840347	0.150870022	0.184979732	-0.004155365	0.250594695	-0.008475221	-0.099781462	-0.106223819	0.025266497	-0.016988047	0.047897832	0.086368662	0.058731404	-0.013743276	0.146284427	-0.10489413	0.004794981	-0.22050404	-0.095918225	-0.174116667	-0.18353734	-0.028049513	-0.052053148	-0.136303843	-0.015331475	-0.191535894	-0.060454493
1473	158	-0.067646173	0.099488773	0.268789428	0.130871008	0.032192402	0.018644115	-0.010320707	0.053302788	0.143243852	-0.005584086	0.121643262	0.207370744	0.176793552	0.151973024	-0.639067753	-0.434180688	-0.405241189	-0.201722359	-0.324928899	0.229204816	0.054911098	-0.04385448	0.048253758	-0.142028152	-0.120759734	-0.166564417	0.125464831	0.056507802	0.025534904	0.142972825	-0.009609886	0.151049304
1121	766	-0.065597951	-0.152187714	0.046914311	0.102212216	0.055260437	-0.134735881	-0.755942645	-0.12920953	-0.241877782	0.005485224	-0.038975168	-0.087208624	0.021164237	-0.021908407	0.066621094	0.016964252	-0.062240882	0.182365277	0.109513611	0.097352536	0.167868496	-0.024001733	0.161789021	-0.017205191	0.249607337	-0.035318033	0.084115176	0.056077247	-0.128992441	0.067850297	0.011244548	-0.069322194
389	523	-0.036910056	-0.253337529	0.099545668	0.283596401	0.158862712	0.118895234	-0.138757969	0.267219194	-0.106788267	0.282432345	0.368931862	0.214504334	0.133006682	0.116795305	-0.244361451	-0.099850191	-0.003749759	-0.034688747	-0.112969533	0.072831064	-0.149868204	0.189321143	-0.155232327	0.118563177	-0.039712723	0.254136866	-0.110316601	-0.080365828	-0.084595075	-0.201166898	-0.188832289	0.065642709
273	668	-0.245849832	-0.093440418	-0.113466681	0.036257518	0.011428718	0.285666529	-0.258394678	-0.440103855	-0.05685504	-0.364367576	0.05319567	-0.17161778	-0.097376158	-0.111912639	0.157569146	-0.074666946	-0.140900901	0.514491021	0.005673289	-0.089710391	0.002612493	0.089121378	0.092175389	-0.104939993	0.131900165	-0.123938127	0.150514008	0.01831664	0.046862929	0.21475561	0.008089203	0.071721945
744	1336	-0.856962823	-0.036319584	-0.003860345	0.622266983	-0.031764196	-0.714431814	-0.908216241	-0.16640306	-0.064631442	-0.7942322	0.078906368	-0.063593613	0.179756383	-0.010883253	0.181971919	0.158079453	-0.01893608	0.286754215	0.140356439	0.208262231	0.11549778	0.194569399	-0.028877486	-0.095176616	0.028774432	0.243093609	0.211519919	0.147201049	0.091098393	0.223976931	0.125682173	0.285690509
685	583	0.140797297	-0.031367094	0.074453028	0.242642253	0.127469551	0.063589537	0.157910075	0.247322565	-0.053198583	0.107060991	0.1609909	0.161681514	0.121085184	0.186235273	-0.032971214	-0.037276738	-0.173281517	0.210020904	-0.189196783	0.015889074	-0.067384255	-0.040357497	-0.071331907	0.040614777	-0.047388902	0.324360231	-0.01574402	-0.002482641	0.095287679	-0.167452279	-0.010766252	0.035985031
1105	100	-0.384197224	-0.045997121	-0.029416482	0.125213227	0.066849348	-0.513390801	-0.860299098	-0.544188159	-0.162263291	-0.184526828	-0.126560689	-0.083777818	-0.088860136	0.073627363	-0.074693973	0.055671548	0.011222118	0.092211716	-0.06694901	0.10879742	0.100408966	0.024829788	-0.071771075	0.050876335	0.076872483	0.042069767	-0.012300068	-0.053448964	-0.126210167	0.063788123	-0.18951047	0.058372229
588	87	0.229506246	-0.066022095	0.088820035	0.16076436	-0.02150629	0.178179268	-0.179147469	0.338619175	0.238990066	0.214020067	-0.067101701	-0.00467295	-0.11403445	0.052292243	-0.024524907	0.037726055	0.029034123	-0.140361695	0.056932276	0.121372522	-0.226431534	-0.145165895	-0.117256521	-0.277455831	-0.042303565	-0.05231649	-0.085194403	-0.053061691	-0.084429399	-0.035674468	-0.142192376	-0.00581147
545	656	-0.38684351	0.011137421	0.103834428	0.140973999	-0.052429236	-0.119083059	-0.30768858	-0.286754579	-0.119721893	-0.160001921	-0.085575693	-0.128180987	0.013906295	-0.0305108	-0.189820743	-0.075300903	0.024702011	-0.187475118	-0.2301601	0.128963907	0.101541694	0.056190608	0.167576964	0.088155719	0.246293538	-0.015148045	0.242654851	0.282206556	-0.102233685	0.146396324	0.145867479	0.136862557
964	958	-0.307263477	-0.083332448	0.113237503	-0.027025032	-0.056953336	-0.307545118	-0.185071271	-0.355177731	-0.206407171	-0.210737274	-0.10914653	-0.251936445	-0.171203757	-0.122235608	-0.061148141	-0.177432532	0.077254631	-0.134553975	-0.054414625	0.026972072	0.027196627	0.056231268	0.073953623	-0.070626303	0.07607947	-0.106955756	0.028982815	0.114846736	-0.017306491	0.028059305	0.174625158	-0.056420316
1106	238	-0.313641818	-0.194562583	-0.066151925	0.133994321	0.269646136	-0.561476974	-0.47582542	-0.534560309	-0.077747791	0.162451691	-0.013821897	-0.027047732	0.101499948	-0.101962984	0.383655364	0.487593088	0.095795619	0.125794635	-0.081208302	-0.016326048	0.096998986	0.128072374	-0.04439282	0.021875268	0.059685664	0.08105642	0.028269364	0.051899141	-0.043948768	-0.055075742	-0.131429051	0.042451006
1751	49	0.224892645	-0.085627242	0.126968349	0.113765148	-0.024887302	0.552857187	0.326993114	-0.102210943	0.015420844	0.124445897	0.056314721	0.146660019	0.125579676	-0.002884898	0.037301384	-0.110527996	0.029195579	-0.039328202	0.187392622	0.106746876	0.06920716	0.000545014	0.059957381	0.032515562	-0.052178627	0.054240526	-0.08969181	-0.052927033	-0.181868928	0.08659918	-0.022202488	-0.046896358
419	82	0.187269223	-0.059993801	0.214425244	0.221097738	-0.010688377	0.148715401	-0.113246079	0.291356804	0.09152786	0.263988859	-0.072010095	0.147584238	0.016283223	0.059306112	-0.007253659	-0.077381358	-0.038391691	-0.161579757	0.257092504	0.198792059	-0.039863428	-0.167110344	0.157375983	-0.163043422	-0.093463073	-0.22342054	-0.166449154	-0.043365869	-0.025985661	-0.048126853	-0.337010334	-0.089450577
1305	246	-0.277571258	-0.113917369	-0.053289032	-0.072532092	-0.14010157	-0.039345424	-0.218809396	-0.169945782	-0.071326175	-0.232125363	-0.055039321	-0.141869824	-0.19104018	0.008193074	-0.025160203	0.034652148	-0.035637904	-0.02669164	0.199524172	0.034926987	-0.0270791	0.015919027	0.033612962	0.001074379	0.086005859	-0.14102887	-0.02727247	0.050331124	-0.022747369	-0.007766184	-0.188707216	0.041406826
225	52	0.111561635	-0.132251644	0.232616282	0.033183085	-0.045338317	0.081556575	-0.111957074	0.177528139	0.020329394	0.210540809	-0.172517688	0.191877133	0.06959696	0.113637294	-0.215373685	-0.150958141	-0.308643106	-0.075281826	-0.031981834	0.04426738	-0.205209967	-0.21033106	0.22682134	-0.050573807	0.023028875	-0.12337015	-0.016888717	-0.095475834	-0.11001022	-0.159556873	-0.184806113	-0.0607588
965	1095	-0.382844341	-0.203203853	-0.011775434	-0.156223417	0.093032752	-0.275079364	-0.228141504	-0.256675851	-0.126733513	-0.192872148	-0.062030455	-0.17603528	0.028593567	-0.221802044	-0.072914413	0.018383575	-0.066932844	-0.027669755	-0.090501757	0.191387884	-0.010053744	0.025006817	0.036337782	-0.133112368	0.015229213	-0.13215019	0.056094282	0.151446313	-0.026397757	0.103199272	0.081949852	-0.071497072
